Changes,Change Value,Close,Date
0.013650676351045993,DoD,4707.08984375,2023-12-13 00:00:00-05:00
0.034675360693644595,WoW,4707.08984375,2023-12-13 00:00:00-05:00
0.04702040599991702,MoM,4707.08984375,2023-12-13 00:00:00-05:00
0.0045993575202152,DoD,4643.7001953125,2023-12-12 00:00:00-05:00
0.0167543246787194,WoW,4643.7001953125,2023-12-12 00:00:00-05:00
0.0526233185395137,MoM,4643.7001953125,2023-12-12 00:00:00-05:00
0.003924494286699,DoD,4622.43994140625,2023-12-11 00:00:00-05:00
0.0115235654070362,WoW,4622.43994140625,2023-12-11 00:00:00-05:00
0.0478040929050984,MoM,4622.43994140625,2023-12-11 00:00:00-05:00
0.0040954978699407,DoD,4604.3701171875,2023-12-08 00:00:00-05:00
0.0021199170822085,WoW,4604.3701171875,2023-12-08 00:00:00-05:00
0.0591210769221956,MoM,4604.3701171875,2023-12-08 00:00:00-05:00
0.0079681890658929,DoD,4585.58984375,2023-12-07 00:00:00-05:00
0.0038946625997583,WoW,4585.58984375,2023-12-07 00:00:00-05:00
0.046274298170452,MoM,4585.58984375,2023-12-07 00:00:00-05:00
-0.0039062028088695,DoD,4549.33984375,2023-12-06 00:00:00-05:00
-0.000272544236934,WoW,4549.33984375,2023-12-06 00:00:00-05:00
0.0390463974148542,MoM,4549.33984375,2023-12-06 00:00:00-05:00
-0.0005688697261614,DoD,4567.18017578125,2023-12-05 00:00:00-05:00
0.0026982075733122,WoW,4567.18017578125,2023-12-05 00:00:00-05:00
0.0460836275504172,MoM,4567.18017578125,2023-12-05 00:00:00-05:00
-0.005408509126972,DoD,4569.77978515625,2023-12-04 00:00:00-05:00
0.0042522593749453,WoW,4569.77978515625,2023-12-04 00:00:00-05:00
0.0466790515758661,MoM,4569.77978515625,2023-12-04 00:00:00-05:00
0.0058737421236077,DoD,4594.6298828125,2023-12-01 00:00:00-05:00
0.007740164206201,WoW,4594.6298828125,2023-12-01 00:00:00-05:00
0.0641186237908683,MoM,4594.6298828125,2023-12-01 00:00:00-05:00
0.0037840728581563,DoD,4567.7998046875,2023-11-30 00:00:00-05:00
0.002453504398541,WoW,4567.7998046875,2023-11-30 00:00:00-05:00
0.0778553213297589,MoM,4567.7998046875,2023-11-30 00:00:00-05:00
-0.0009462486392382,DoD,4550.580078125,2023-11-29 00:00:00-05:00
0.0027301935085843,WoW,4550.580078125,2023-11-29 00:00:00-05:00
0.0920990755769485,MoM,4550.580078125,2023-11-29 00:00:00-05:00
0.0009801185306033,DoD,4554.89013671875,2023-11-28 00:00:00-05:00
0.0016515563027043,WoW,4554.89013671875,2023-11-28 00:00:00-05:00
0.0931334516180479,MoM,4554.89013671875,2023-11-28 00:00:00-05:00
-0.00195415746009,DoD,4550.43017578125,2023-11-27 00:00:00-05:00
0.0080660156783666,WoW,4550.43017578125,2023-11-27 00:00:00-05:00
0.0920631003368196,MoM,4550.43017578125,2023-11-27 00:00:00-05:00
0.000596873667884,DoD,4559.33984375,2023-11-24 00:00:00-05:00
0.0113347130406603,WoW,4559.33984375,2023-11-24 00:00:00-05:00
0.0889874109350918,MoM,4559.33984375,2023-11-24 00:00:00-05:00
0.0040611292209464,DoD,4556.6201171875,2023-11-22 00:00:00-05:00
0.011934636449026,WoW,4556.6201171875,2023-11-22 00:00:00-05:00
0.0805256945581415,MoM,4556.6201171875,2023-11-22 00:00:00-05:00
0.0040611292209464,DoD,4556.6201171875,2023-11-22 00:00:00-05:00
0.011934636449026,WoW,4556.6201171875,2023-11-22 00:00:00-05:00
0.0805256945581415,MoM,4556.6201171875,2023-11-22 00:00:00-05:00
-0.0020209310950652,DoD,4538.18994140625,2023-11-21 00:00:00-05:00
0.0094511965317554,WoW,4538.18994140625,2023-11-21 00:00:00-05:00
0.0761552888682426,MoM,4538.18994140625,2023-11-21 00:00:00-05:00
0.0073902780973297,DoD,4547.3798828125,2023-11-20 00:00:00-05:00
0.0307896508344241,WoW,4547.3798828125,2023-11-20 00:00:00-05:00
0.07833452864807,MoM,4547.3798828125,2023-11-20 00:00:00-05:00
0.0012820490603361,DoD,4514.02001953125,2023-11-17 00:00:00-05:00
0.0223724599144564,WoW,4514.02001953125,2023-11-17 00:00:00-05:00
0.0462197926485301,MoM,4514.02001953125,2023-11-17 00:00:00-05:00
0.0011904273935799,DoD,4508.240234375,2023-11-16 00:00:00-05:00
0.0370087830758073,WoW,4508.240234375,2023-11-16 00:00:00-05:00
0.0308789977662685,MoM,4508.240234375,2023-11-16 00:00:00-05:00
0.0015970120755574,DoD,4502.8798828125,2023-11-15 00:00:00-05:00
0.0274027223688055,WoW,4502.8798828125,2023-11-15 00:00:00-05:00
0.0295521119672075,MoM,4502.8798828125,2023-11-15 00:00:00-05:00
0.0190750177036618,DoD,4495.7001953125,2023-11-14 00:00:00-05:00
0.0267953708084,WoW,4495.7001953125,2023-11-14 00:00:00-05:00
0.0279105264438841,MoM,4495.7001953125,2023-11-14 00:00:00-05:00
-0.0008358389332403,DoD,4411.5498046875,2023-11-13 00:00:00-05:00
0.0104374789675186,WoW,4411.5498046875,2023-11-13 00:00:00-05:00
0.0086701259345281,MoM,4411.5498046875,2023-11-13 00:00:00-05:00
0.0156164410948524,DoD,4415.240234375,2023-11-10 00:00:00-05:00
0.0130555194557847,WoW,4415.240234375,2023-11-10 00:00:00-05:00
0.0087481093807068,MoM,4415.240234375,2023-11-10 00:00:00-05:00
-0.0080838393067327,DoD,4347.35009765625,2023-11-09 00:00:00-05:00
0.0068484994537371,WoW,4347.35009765625,2023-11-09 00:00:00-05:00
-0.0024987463134444,MoM,4347.35009765625,2023-11-09 00:00:00-05:00
0.0010049156221053,DoD,4382.77978515625,2023-11-08 00:00:00-05:00
0.0341964875079169,WoW,4382.77978515625,2023-11-08 00:00:00-05:00
0.0108679248852854,MoM,4382.77978515625,2023-11-08 00:00:00-05:00
0.0028401189192852,DoD,4378.3798828125,2023-11-07 00:00:00-05:00
0.0440126106922631,WoW,4378.3798828125,2023-11-07 00:00:00-05:00
0.0098531077213046,MoM,4378.3798828125,2023-11-07 00:00:00-05:00
0.0017529924220356,DoD,4365.97998046875,2023-11-06 00:00:00-05:00
0.0477966805985764,WoW,4365.97998046875,2023-11-06 00:00:00-05:00
0.0069931274883348,MoM,4365.97998046875,2023-11-06 00:00:00-05:00
0.0093937302530314,DoD,4358.33984375,2023-11-03 00:00:00-04:00
0.058525155549315,WoW,4358.33984375,2023-11-03 00:00:00-04:00
0.022184659923776,MoM,4358.33984375,2023-11-03 00:00:00-04:00
0.0188585570201276,DoD,4317.77978515625,2023-11-02 00:00:00-04:00
0.0436402630600302,WoW,4317.77978515625,2023-11-02 00:00:00-04:00
0.0208844142299265,MoM,4317.77978515625,2023-11-02 00:00:00-04:00
0.0105059994863138,DoD,4237.85986328125,2023-11-01 00:00:00-04:00
0.0122026869189533,WoW,4237.85986328125,2023-11-01 00:00:00-04:00
-0.0117830402147513,MoM,4237.85986328125,2023-11-01 00:00:00-04:00
0.0064749573072333,DoD,4193.7998046875,2023-10-31 00:00:00-04:00
-0.0126846581814131,WoW,4193.7998046875,2023-10-31 00:00:00-04:00
-0.0220573056591407,MoM,4193.7998046875,2023-10-31 00:00:00-04:00
0.0120100223258598,DoD,4166.81982421875,2023-10-30 00:00:00-04:00
-0.0119088778808262,WoW,4166.81982421875,2023-10-30 00:00:00-04:00
-0.0283487063033446,MoM,4166.81982421875,2023-10-30 00:00:00-04:00
-0.0048002802297685,DoD,4117.3701171875,2023-10-27 00:00:00-04:00
-0.0252807741923551,WoW,4117.3701171875,2023-10-27 00:00:00-04:00
-0.0424053003332127,MoM,4117.3701171875,2023-10-27 00:00:00-04:00
-0.0118325197781096,DoD,4137.22998046875,2023-10-26 00:00:00-04:00
-0.0329055679128681,WoW,4137.22998046875,2023-10-26 00:00:00-04:00
-0.0321159133288768,MoM,4137.22998046875,2023-10-26 00:00:00-04:00
-0.0143396286277125,DoD,4186.77001953125,2023-10-25 00:00:00-04:00
-0.0296273293542173,WoW,4186.77001953125,2023-10-25 00:00:00-04:00
-0.0203016639608673,MoM,4186.77001953125,2023-10-25 00:00:00-04:00
0.0072657922227273,DoD,4247.68017578125,2023-10-24 00:00:00-04:00
-0.0287020977603063,WoW,4247.68017578125,2023-10-24 00:00:00-04:00
-0.0206941806313285,MoM,4247.68017578125,2023-10-24 00:00:00-04:00
-0.0016855698941635,DoD,4217.0400390625,2023-10-23 00:00:00-04:00
-0.0358031767537914,WoW,4217.0400390625,2023-10-23 00:00:00-04:00
-0.0277582869089168,MoM,4217.0400390625,2023-10-23 00:00:00-04:00
-0.0125852837190275,DoD,4224.16015625,2023-10-20 00:00:00-04:00
-0.0239429069985613,WoW,4224.16015625,2023-10-20 00:00:00-04:00
-0.0244433819284064,MoM,4224.16015625,2023-10-20 00:00:00-04:00
-0.008482848196321,DoD,4278.0,2023-10-19 00:00:00-04:00
-0.0164635140925556,WoW,4278.0,2023-10-19 00:00:00-04:00
-0.0282132092594856,MoM,4278.0,2023-10-19 00:00:00-04:00
-0.0133998205065164,DoD,4314.60009765625,2023-10-18 00:00:00-04:00
-0.0142451010118926,WoW,4314.60009765625,2023-10-18 00:00:00-04:00
-0.029107008848274,MoM,4314.60009765625,2023-10-18 00:00:00-04:00
-9.824505308247204e-05,DoD,4373.2001953125,2023-10-17 00:00:00-04:00
0.0034325691409815,WoW,4373.2001953125,2023-10-17 00:00:00-04:00
-0.0180372858651335,MoM,4373.2001953125,2023-10-17 00:00:00-04:00
0.0105943693839298,DoD,4373.6298828125,2023-10-16 00:00:00-04:00
0.0087575421490924,WoW,4373.6298828125,2023-10-16 00:00:00-04:00
-0.0179408034072341,MoM,4373.6298828125,2023-10-16 00:00:00-04:00
-0.0050188588887675,DoD,4327.77978515625,2023-10-13 00:00:00-04:00
0.0044748253815132,WoW,4327.77978515625,2023-10-13 00:00:00-04:00
-0.0393599051422297,MoM,4327.77978515625,2023-10-13 00:00:00-04:00
-0.0062464343461184,DoD,4349.60986328125,2023-10-12 00:00:00-04:00
0.0214691977419891,WoW,4349.60986328125,2023-10-12 00:00:00-04:00
-0.026375302112715,MoM,4349.60986328125,2023-10-12 00:00:00-04:00
0.0042930081710337,DoD,4376.9501953125,2023-10-11 00:00:00-04:00
0.0265494448109058,WoW,4376.9501953125,2023-10-11 00:00:00-04:00
-0.0190389091845443,MoM,4376.9501953125,2023-10-11 00:00:00-04:00
0.0052079907813923,DoD,4358.240234375,2023-10-10 00:00:00-04:00
